word,meaning
revealing,1.v. 揭示；展现（reveal的ing形式） 2.adj. 透露真情的；有启迪作用的；袒胸露肩的[新经济人高频]
reveals,1.n. 暴露（reveal第三人称单数） 2.vt. 揭示（reveal第三人称单数）[新经济人高频]
revelation,1.n. 启示；揭露；出乎意料的事；被揭露的真相[新经济人高频]
revelry,1.n. 狂欢；欢宴[新经济人高频]
revenge,1.n. 报复；复仇 2.vt. 报复；替…报仇；洗雪 3.vi. 报仇；雪耻[新经济人高频]
Revenues,1.n. [会计] 收入；税收；[会计] 收益；营业收入（revenue的复数形式）[新经济人高频]
reversed,1.v. 颠倒（reverse的过去式和过去分词）；翻转 2.adj. 颠倒的；相反的；（判决等）撤销的[新经济人高频]
Review,1.n. 回顾；复习；评论；检讨；检阅 2.vt. 回顾；检查；复审 3.vi. 回顾；复习功课；写评论[新经济人高频]
reviled,1.vt. 辱骂；斥责 2.vi. 辱骂；谩骂[新经济人高频]
revive,1.vt. 使复兴；使苏醒；回想起；重演，重播 2.vi. 复兴；复活；苏醒；恢复精神[新经济人高频]
Revolution,1.n. 革命；旋转；运行；循环[新经济人高频]
rhetoric,1.n. 修辞，修辞学；华丽的词藻 2.adj. 花言巧语的[新经济人高频]
Rhine,1.n. 莱茵河（位于欧洲西部）[新经济人高频]
Ricardo,1.n. 里卡多（姓氏）[新经济人高频]
riches,1.n. 财富；富有；房地产（rich的复数） 2.n. (Riches)人名；(意)里凯斯；(英)里奇斯[新经济人高频]
riddance,1.n. 摆脱；驱逐；解除[新经济人高频]
riders,1.骑手 2.附文 3.扶手（rider的复数）[新经济人高频]
ridge,1.n. 山脊；山脉；屋脊 2.vt. 使成脊状；作垄 3.vi. 成脊状 4.n. (Ridge)人名；(英)里奇[新经济人高频]
rife,1.adj. 普遍的；流行的；盛传的 2.n. (Rife)人名；(西)里费；(英)赖夫[新经济人高频]
rightly,1.adv. 正确地；恰当地；公正地；合适地[新经济人高频]
rings,1.n. 吊环（ring的复数） 2.n. (Rings)人名；(德)林斯[新经济人高频]
riposte,1.n. 还击；机敏的回答 2.vi. 回击；机敏地回答[新经济人高频]
rite of passage,1.n. 通过仪式；人生大事及其庆祝仪式（常用复数形式表示）[新经济人高频]
ritual,1.n. 仪式；惯例；礼制 2.adj. 仪式的；例行的；礼节性的[新经济人高频]
rivalry,1.n. 竞争；对抗；竞赛[新经济人高频]
Rivera,1.n. 里韦拉（乌拉圭北部最重要的边境城市，里韦拉省首府）[新经济人高频]
robber,1.n. 强盗；盗贼[新经济人高频]
robots,1.n. [自] 机器人（robot的复数形式）[新经济人高频]
Rockefeller,1.n. 洛克菲勒（姓氏）[新经济人高频]
rockets,1.n. [航] 火箭，烟火；火箭弹（rocket的复数形式） 2.v. 用火箭运载；飞速上升；猛涨（rocket的第三人称单数）[新经济人高频]
rogue,1.n. 流氓；小淘气；凶猛的离群兽；（尤指植物的）劣种 2.adj. （野兽）凶猛的 3.vt. 欺诈；去劣 4.vi. 游手好闲；去劣；流浪 5.n. (Rogue)人名；(法)罗格[新经济人高频]
romance,1.n. 传奇；浪漫史；风流韵事；冒险故事 2.vi. 虚构；渲染；写传奇 3.n. (Romance)人名；(西)罗曼塞[新经济人高频]
Romania,1.n. 罗马尼亚（欧洲巴尔干半岛东北部国家）[新经济人高频]
romantic,1.n. 浪漫的人 2.adj. 浪漫的；多情的；空想的 3.vt. 使…浪漫化[新经济人高频]
Romney,1.n. 罗姆尼（男性名）；罗姆尼羊[新经济人高频]
roof,1.n. 屋顶；最高处，顶部；最高限度 2.vt. 给…盖屋顶，覆盖 3.n. (Roof)人名；(英)鲁夫[新经济人高频]
Roosevelt,1.n. 罗斯福（姓氏，美国第26任总统）[新经济人高频]
rooted,1.v. 生根（root的过去式） 2.adj. 根深蒂固的；生根的[新经济人高频]
Rosetta,1.n. 罗塞塔（城市名）[新经济人高频]
Rosneft,1.n. 俄罗斯石油公司[新经济人高频]
rosy,1.adj. 蔷薇色的，玫瑰红色的；美好的；乐观的；涨红脸的 2.n. (Rosy)人名；(罗、意、瑞、典)罗茜(女名)，罗西；(英)罗茜[新经济人高频]
rot,1.n. 腐烂；腐败；腐坏 2.vt. 使腐烂；使腐朽；使堕落 3.vi. 腐烂；腐败；堕落 4.int. （表示厌恶、蔑视、烦恼等）胡说；糟了 5.n. (Rot)人名；(法、德、俄、塞、捷、瑞典)罗特[新经济人高频]
rotten,1.adj. 腐烂的；堕落的；恶臭的；虚弱的；极坏的 2.adv. 非常 3.n. (Rotten)人名；(法、德)罗滕[新经济人高频]
rowdy,1.n. 粗暴的人；好吵闹的人 2.adj. 吵闹的；粗暴的 3.n. (Rowdy)人名；(英)罗迪[新经济人高频]
rows,1.n. 行（row的复数形式）；返回引用中的行数 2.v. 使列成一排（row的第三人称单数形式） 3.n. (Rows)人名；(英)罗斯[新经济人高频]
royalties,1.n. 版税；稿酬（royalty的复数形式）[新经济人高频]
rubble,1.n. 碎石，碎砖；粗石堆[新经济人高频]
Rubio,1.n. (Rubio)人名；(意、葡)鲁比奥；(西)鲁维奥[新经济人高频]
rue,1.n. 芸香；后悔 2.vt. 后悔；懊悔 3.vi. 后悔；悲伤 4.n. (Rue)人名；(英)鲁[新经济人高频]
rueful,1.adj. 可怜的；悲伤的；悔恨的[新经济人高频]
ruin,1.n. 废墟；毁坏；灭亡 2.vt. 毁灭；使破产 3.vi. 破产；堕落；被毁灭 4.n. (Ruin)人名；(德、意、芬)鲁因；(法)吕安[新经济人高频]
Rules,1.n. [数] 规则；条例（rule的复数形式） 2.v. 统治；支配；裁定（rule的第三人称单数形式）[新经济人高频]
rump,1.n. （人的）臀部，（动物的）尾部；残余，渣滓 2.n. (Rump)人名；(法、罗、德)伦普[新经济人高频]
run counter to,1.违反；与…背道而驰[新经济人高频]
run deep,1.深沉，才思深奥；（根）扎得深[新经济人高频]
rung,1.n. 横档，脚蹬横木；地位 2.v. 给…打电话（ring的过去式和过去分词） 3.n. (Rung)人名；(泰、柬、瑞典)龙；(芬、德、匈)龙格[新经济人高频]
run-in,1.n. 试车；插入部分；争论[新经济人高频]
rushed,1.v. 急忙（rush的过去式）；匆促 2.adj. 匆忙的；贸然的[新经济人高频]
Russell,1.n. 拉塞尔（英国工程师，整流器发明人）[新经济人高频]
rutted,1.adj. 有车辙的 2.v. 形成车辙；挖槽（rut的过去式）[新经济人高频]
sacked,1.v. 解雇；洗劫；把…装进袋里；睡觉（sack的过去分词） 2.adj. 袋装的；被洗劫的[新经济人高频]
sacks,1.麻布袋 2.n. (Sacks)人名；(英、西)萨克斯[新经济人高频]
sacred,1.adj. 神的；神圣的；宗教的；庄严的[新经济人高频]
Sadly,1.adv. 悲哀地；悲痛地[新经济人高频]
sail through,1.轻快地走过[新经济人高频]
sailing,1.n. 航行，航海；启航；航海术 2.v. 航行，起航（sail的现在分词形式） 3.adj. 航行的[新经济人高频]
Saleh,1.n. 萨利赫（人名）[新经济人高频]
Sales,1.n. 销售（sale的复数）；销售额 2.adj. 销售的，售货的；有关销售的 3.n. (Sales)人名；(意、西、葡)萨莱斯；(法)萨勒；(英)塞尔斯[新经济人高频]
Samaras,1.n. (Samaras)人名；(希)萨马拉斯[新经济人高频]
sanctioned,1.制裁[新经济人高频]
Sanford,1.n. 桑福德（男子名）[新经济人高频]
Santa,1.n. 圣诞老人（等于Santa Claus）[新经济人高频]
Santo,1.n. 圣者像；圣者 2.adj. 神圣的[新经济人高频]
sardonic,1.adj. 讽刺的；嘲笑的，冷笑的[新经济人高频]
satisfied,1.v. 使满意（satisfy的过去式） 2.adj. 感到满意的[新经济人高频]
Saud,1.n. 沙特（人名）[新经济人高频]
savvy,1.n. 悟性；理解能力；懂行（的人） 2.vt. 理解；懂 3.vi. 理解；知道[新经济人高频]
scaffolding,1.n. 脚手架；搭脚手架的材料[新经济人高频]
Scalia,1.斯卡利亚（人名）[新经济人高频]
scant,1.adj. 不足的；缺乏的；勉强够的 2.vt. 减少；节省；限制[新经济人高频]
sceptics,1.n. 怀疑论者（sceptic的复数）；持怀疑态度的人[新经济人高频]
Schmidt,1.n. 施密特（姓氏）[新经济人高频]
scholarship,1.n. 奖学金；学识，学问[新经济人高频]
schooling,1.n. 学校教育；学费 2.v. 教育（school的ing形式）；培养 3.n. (Schooling)人名；(英)斯库林[新经济人高频]
sciences,1.n. 科学（science的复数）[新经济人高频]
scintillating,1.adj. 闪烁的；才气横溢的 2.v. 闪耀（scintillate的ing形式）[新经济人高频]
scope,1.n. 范围；余地；视野；眼界；导弹射程 2.vt. 审视[新经济人高频]
scorch,1.n. 烧焦；焦痕 2.vt. 烧焦；使枯萎；挖苦 3.vi. 烧焦；枯萎[新经济人高频]
scoundrel,1.n. 恶棍；无赖；流氓 2.adj. 卑鄙的[新经济人高频]
scourge,1.n. 鞭；灾祸；鞭子；苦难的根源 2.vt. 鞭打；蹂躏；严斥；痛斥[新经济人高频]
scrape,1.n. 刮掉；擦痕；困境；刮擦声 2.vt. 刮；擦伤；挖成 3.vi. 刮掉；刮出刺耳声[新经济人高频]
scratch,1.n. 擦伤；抓痕；刮擦声；乱写 2.vt. 抓；刮；挖出；乱涂 3.adj. 打草稿用的；凑合的；碰巧的 4.vi. 抓；搔；发刮擦声；勉强糊口；退出比赛[新经济人高频]
scratchy,1.adj. 潦草的；刺痒的；草率的；发刮擦声的[新经济人高频]
sculpture,1.n. 雕塑；雕刻；刻蚀 2.vt. 雕塑；雕刻；刻蚀 3.vi. 从事雕刻[新经济人高频]
scum,1.n. 浮渣；泡沫；糟粕 2.vi. 产生泡沫；被浮渣覆盖 3.vt. 将浮渣去除掉[新经济人高频]
scupper,1.n. 排水口；水性杨花的女人 2.vt. 使船沉没；突袭[新经济人高频]
scurry,1.vi. 急赶；急跑 2.n. 急跑；短距离赛跑（或赛马） 3.vt. 急赶[新经济人高频]
scuttle,1.n. 天窗；煤桶；筐 2.vt. 使船沉没；破坏 3.vi. 逃避；急促地跑[新经济人高频]
scythe,1.n. 长柄大镰刀；钐刀 2.vt. 用大镰刀割[新经济人高频]
sealed,1.v. 封闭；盖印（seal的过去分词） 2.adj. 密封的；未知的[新经济人高频]
searing,1.n. (Searing)人名；(英)西林 2.adj. 灼热的 3.v. 使枯萎（sear的ing形式）[新经济人高频]
seasoned,1.adj. 经验丰富的；老练的；调过味的[新经济人高频]
Seattle,1.n. 西雅图（美国一港市）[新经济人高频]
secretary-general,1.n. 秘书长；总书记[新经济人高频]
secretive,1.adj. 秘密的；偷偷摸摸的；促进分泌的[新经济人高频]
sectarian,1.n. 属于宗派的人；宗派心强的人；宗派主义者 2.adj. 宗派的；偏狭的；党派心强的[新经济人高频]
secular,1.n. 修道院外的教士，(对宗教家而言的) 俗人 2.adj. 世俗的；长期的；现世的；不朽的[新经济人高频]
securing,1.v. 保卫；弄牢固（secure的ing形式） 2.adj. 固定住的；作为固定用的[新经济人高频]
Securities,1.n. [金融] 有价证券；担保；抵押物（security的复数）；保证人[新经济人高频]
securitisation,1.n. 证券化[新经济人高频]
sedate,1.adj. 安静的；沉着的 2.vt. 给…服镇静剂[新经济人高频]
seeds,1.n. 种子；种子选手（seed的复数）；种子状物；子孙后代 2.v. 播种；取出…的核；催化（seed的第三人称单数） 3.n. (Seeds)人名；(英)西兹[新经济人高频]
seething,1.v. 浸透；煮沸；激动（seethe的ing形式） 2.adj. 火热的，沸腾的[新经济人高频]
seizing,1.n. 抓；夺；捆绑 2.v. 抓住；利用（seize的ing形式）；理解[新经济人高频]
seizure,1.n. 没收；夺取；捕获；（疾病的）突然发作[新经济人高频]
self-inflicted,1.adj. 自己造成的；加于自身的[新经济人高频]
self-interest,1.n. 私利；利己主义[新经济人高频]
Senegal,1.n. 塞内加尔（非洲国家）[新经济人高频]
senile,1.adj. 高龄的；老衰的；高龄所致的[新经济人高频]
separated,1.v. 分开；隔开（separate的过去式和过去分词） 2.adj. 分开的；分居；不在一起生活的[新经济人高频]
separation,1.n. 分离，分开；间隔，距离；[法] 分居；缺口[新经济人高频]
sequence,1.n. [数][计] 序列；顺序；续发事件 2.vt. 按顺序排好[新经济人高频]
Serbia,1.n. 塞尔维亚（南斯拉夫成员共和国名）[新经济人高频]
serfdom,1.n. 农奴境遇；农奴身份[新经济人高频]
serpent,1.n. 蛇（尤指大蛇或毒蛇）；狡猾的人[新经济人高频]
serves,1.（网球）发球（serve的名词复数） 2.为…服务 3.供应 4.对待 5.任（职）（ serve的第三人称单数 ）[新经济人高频]
set eyes on ,1.v. 看到；望见[新经济人高频]
set foot in,1.v. 踏进；进入；涉足于[新经济人高频]
setbacks,1.n. 挫折；周折（setback复数）[新经济人高频]
sewage,1.n. 污水；下水道；污物[新经济人高频]
shack,1.n. 棚屋；小室 2.vi. 居住[新经济人高频]
shackle,1.n. 束缚；桎梏；脚镣 2.vt. 束缚；加枷锁 3.n. (Shackle)人名；(英)沙克尔[新经济人高频]
shaky,1.adj. 摇晃的；不可靠的；不坚定的[新经济人高频]
sheets,1.n. [材] 片材，板片（sheet复数）；[纺] 被单 2.v. 覆盖（sheet的第三人称单数形式）；使成大片；铺床单 3.n. (Sheets)人名；(英)希茨[新经济人高频]
Sheikh,1.n. 族长；阿拉伯酋长（等于sheik）[新经济人高频]
shell,1.n. 壳，贝壳；炮弹；外形 2.vt. 剥皮；炮轰 3.vi. 剥落；设定命令行解释器的位置[新经济人高频]
shell out,1.付款；还账；为…提供[新经济人高频]
shells,1.n. 贝壳（shell的复数） 2.v. 脱壳（shell的第三人称单数形式）[新经济人高频]
shield,1.n. 盾；防护物；保护者 2.vt. 遮蔽；包庇；避开；保卫 3.vi. 防御；起保护作用 4.n. (Shield)人名；(英)希尔德[新经济人高频]
shiny,1.adj. 有光泽的，擦亮的；闪耀的；晴朗的；磨损的[新经济人高频]
Shipping,1.n. [船] 船舶，船舶吨数；海运；运送 2.v. 运送，乘船（ship的ing形式） 3.n. (Shipping)人名；(英)希平[新经济人高频]
shirk,1.vt. 逃避 2.vi. 推卸；逃避 3.n. (Shirk)人名；(英)舍克[新经济人高频]
shoddy,1.n. 赝品；冒牌货；假装粗俗 2.adj. 假冒的；劣质的；卑劣的[新经济人高频]
shoot down,1.击落；驳倒，否决[新经济人高频]
shoots,1.n. 嫩枝[新经济人高频]
shores,1.滨[新经济人高频]
shorter,1.adj. 较短的；更短的；更矮的（short的比较级） 2.n. (Shorter)人名；(英)肖特[新经济人高频]
shortfall,1.n. 差额；缺少[新经济人高频]
shrill,1.n. 尖叫声 2.adv. 尖锐地 3.vi. 尖声喊叫 4.vt. 尖声喊出 5.adj. 尖锐的；刺耳的[新经济人高频]
shrivel,1.vt. 使枯萎；使皱缩；使束手无策 2.vi. 枯萎；皱缩[新经济人高频]
shuffle,1.n. 洗牌，洗纸牌；混乱，蒙混；拖着脚走 2.v. 洗牌；推诿，推卸；拖曳，慢吞吞地走；搅乱[新经济人高频]
sideline,1.n. 副业；球场边线；局外人的观点 2.adj. 倾斜的 3.vt. 迫使退出[新经济人高频]
sideways,1.adj. 向侧面的；一旁的 2.adv. 向侧面地；向一旁[新经济人高频]
siege,1.n. 围攻；包围；围城；不断袭击；长期努力 2.vt. 围攻；包围[新经济人高频]
sighs,1.n. 叹息；手势；标记（sigh的复数）[新经济人高频]
sights,1.n. 风景，名胜；视野（sight的复数） 2.v. 瞄准（sight的第三人称单数）；仔细观看[新经济人高频]
signalled,1.v. 标志着（signal的过去分词形式）；给…发信号；用信号传递 2.adj. 暗示的；告知的[新经济人高频]
signalling,1.n. 信号传输法；发信号[新经济人高频]
signing,1.n. 签署；签字 2.v. 签字；写下；示意（sign的ing形式）[新经济人高频]
simile,1.n. 明喻；直喻[新经济人高频]
simplify,1.vt. 简化；使单纯；使简易[新经济人高频]
Sinai,1.n. 西奈[新经济人高频]
singer,1.n. 歌手，歌唱家 2.n. (Singer)人名；(英、德、瑞典、塞、罗、捷、葡、土)辛格；(法)桑热[新经济人高频]
singular,1.n. 单数 2.adj. 单数的；单一的；非凡的；异常的[新经济人高频]
sinking,1.n. 沉没 2.v. 下沉（sink的现在分词） 3.adj. 下沉的[新经济人高频]
siren,1.n. 汽笛；迷人的女人；歌声动人的女歌手 2.adj. 迷人的 3.vt. 引诱 4.vi. 响着警报器行驶[新经济人高频]
Sirisena,1.n. (Sirisena)人名；(斯里)西里塞纳[新经济人高频]
situations,1.n. 状况；情境；局面（situation的复数形式）[新经济人高频]
sizeable,1.adj. 大的，相当大的[新经济人高频]
sizzle,1.n. 嘶嘶声 2.vt. 把…烧得发嘶嘶声 3.vi. 发嘶嘶声[新经济人高频]
sketches,1.n. [测] 草图；示意图；草图法（sketch的复数） 2.v. 素描，写生（sketch的第三人称单数）[新经济人高频]
skewed,1.adj. 歪斜的；曲解的[新经济人高频]
skulduggery,1.n. 作假；欺诈；诡计[新经济人高频]
slag,1.n. 炉渣；矿渣；熔渣 2.vt. 使成渣；使变成熔渣 3.vi. 变熔渣[新经济人高频]
slashed,1.v. 削减（slash的过去式及过去分词）[新经济人高频]
slaughter,1.n. 屠宰，屠杀；杀戮；消灭 2.vt. 屠宰，屠杀；杀戮；使惨败 3.n. (Slaughter)人名；(英)斯劳特[新经济人高频]
slavery,1.n. 奴役；奴隶制度；奴隶身分[新经济人高频]
slaves,"1.n. 奴隶, 服伺的人; 侍女; 上瘾; 服务于另一连接计算机的系统 (计算机用语)"[新经济人高频]
sleepwalking,1.n. 梦游病 2.v. 梦游（sleepwalk的现在分词形式）[新经济人高频]
slip,1.n. 滑，滑倒；片，纸片；错误；下跌；事故 2.abbr. 串行线路接口协议，是旧式的协议（Serial Line Interface Protocol） 3.adj. 滑动的；有活结的；活络的 4.vt. 使滑动；滑过；摆脱；塞入；闪开 5.vi. 滑动；滑倒；犯错；失足；减退 6.n. (Slip)人名；(芬)斯利普[新经济人高频]
slipping,1.n. 滑动 2.v. 滑动（slip的现在分词） 3.adj. 渐渐松弛的[新经济人高频]
slowest,1.adj. 最慢的（slow的最高级）[新经济人高频]
sluggish,1.n. 市况呆滞；市势疲弱 2.adj. 萧条的；迟钝的；行动迟缓的；懒惰的[新经济人高频]
slump,1.vt. 使降低；使衰落；使倒下 2.n. 衰退；暴跌；消沉 3.vi. 下降，衰落；倒下；大幅度下降，暴跌[新经济人高频]
slumped,1.adj. 下跌的；倒下的 2.v. 掉落（slump的过去分词形式）[新经济人高频]
smack,1.n. 滋味；少量；海洛因；风味 2.vt. 掴；用掌击 3.vi. 用掌击；带有…风味 4.adv. 猛然；直接地[新经济人高频]
Smartphones,1.智能手机（smartphone的复数）[新经济人高频]
smelter,1.n. 熔炉；冶金厂；熔炼工[新经济人高频]
smuggling,1.n. 走私 2.v. 走私 3.偷运[新经济人高频]
snare,1.n. 陷阱；圈套；[外科] 勒除器 2.vt. 捕捉；诱惑[新经济人高频]
snatch,1.n. 抢夺；抓举；小量 2.vt. 夺得；抽空做；及时救助 3.vi. 抢走；很快接受[新经济人高频]
sneak,1.n. 鬼鬼祟祟的人；偷偷摸摸的行为；告密者 2.adj. 暗中进行的 3.vi. 溜；鬼鬼祟祟做事；向老师打小报告 4.vt. 偷偷地做；偷偷取得[新经济人高频]
sober,1.adj. 冷静的，清醒的；未醉的 2.vt. 使严肃；使醒酒，使清醒 3.n. (Sober)人名；(英)索伯[新经济人高频]
sobering,1.adj. 使清醒的；使冷静的；严重的 2.vt. 使清醒（sober的ing形式）[新经济人高频]
socialist,1.n. 社会主义者；社会党党员 2.adj. 社会主义的[新经济人高频]
SOE,1.n. (Soe)人名；(日)副(姓)；(瑞典)瑟；(缅)梭 2.abbr. 国有企业（state-owned enterprises）；事件顺序记录（Sequence Of Event）；特殊行动执行局（Special Operations Executive）；索尼在线娱乐公司（Sony Online Entertainment）；特别行动处（Special Operations Executive）[新经济人高频]
softening,1.n. [油脂] 软化；变软 2.v. 使…变柔软（soften的ing形式）[新经济人高频]
sole,1.n. 鞋底；脚底；基础；鳎目鱼 2.adj. 唯一的；单独的；仅有的 3.vt. 触底；上鞋底 4.n. (Sole)人名；(意、西、芬、塞、罗、南非)索莱[新经济人高频]
solely,1.adv. 单独地，唯一地[新经济人高频]
solved,1.v. 解决（solve的过去式）；解答 2.adj. 解决了的[新经济人高频]
Somalis,1.索马里人（Somali的复数）[新经济人高频]
somber,1.adj. 忧郁的；昏暗的；严峻的；阴天的[新经济人高频]
somersault,1.n. 筋斗；（意见、观点、态度等）180度的转变 2.vi. 翻筋斗[新经济人高频]
Something,1.n. 重要的人；值得重视的事 2.adj. 大约；有点象 3.adv. 非常；有点；大约 4.pron. 某事；某物[新经济人高频]
Sony,1.n. 索尼（日本电子娱乐公司） 2.n. (Sony)人名；(中非、印尼)索尼[新经济人高频]
sophistication,1.n. 复杂；诡辩；老于世故；有教养[新经济人高频]
sorry,1.adj. 遗憾的；对不起的，抱歉的 2.int. 对不起，抱歉（表示委婉的拒绝等）[新经济人高频]
sounded,1.vbl. 听起来[新经济人高频]
soup,1.n. 汤，羹；马力 2.vt. 加速；增加马力[新经济人高频]
south-western,1.adj. 西南的；位于西南方的[新经济人高频]
Spaniards,1.西班牙人[新经济人高频]
spark,1.n. 火花；朝气；闪光 2.vt. 发动；鼓舞；求婚 3.vi. 闪烁；发火花；求婚 4.n. (Spark)人名；(俄)斯帕克[新经济人高频]
spat,1.n. 口角；蚝卵；蚝仔；掌击 2.v. 吐口水（spit的过去式） 3.vi. 争吵；一巴掌打去 4.n. (Spat)人名；(意)斯帕特[新经济人高频]
spate,1.n. 洪水；一阵；大雨；突然迸发[新经济人高频]
speakers,1.n. [电子] 扬声器；发言者（speaker的复数）；演说家[新经济人高频]
specialised,1.adj. 专门的；特别的（等于specialized） 2.v. 使专门化；专攻；详细说明（specialise的过去分词）[新经济人高频]
specially,1.adv. 特别地；专门地[新经济人高频]
spectacle,1.n. 景象；场面；奇观；壮观；公开展示；表相，假相 n.（复）眼镜[新经济人高频]
spectacular,1.adj. 壮观的，惊人的；公开展示的[新经济人高频]
spectrum,1.n. 光谱；频谱；范围；余象[新经济人高频]
speculative,1.adj. 投机的；推测的；思索性的[新经济人高频]
spells,1.n. 符咒；魅力（spell的复数）；一段时间 2.v. 拼写（spell的第三人称单数）[新经济人高频]
Spending,1.n. 花费；开销 2.v. 花费；度过（spend的现在分词形式）[新经济人高频]
spied,1.v. 侦探，找出（spy的过去式）[新经济人高频]
spin out,1.消磨；拖延时间[新经济人高频]
spirits,1.n. 态度（spirit的复数）；精力 2.v. 使振作（spirit的第三人称单数形式）[新经济人高频]
spiritual,1.n. 圣歌（尤指美国南部黑人的） 2.adj. 精神的，心灵的[新经济人高频]
splitting,1.v. 裂开（split的现在分词） 2.adj. 极快的；爆裂似的，剧烈的；滑稽的[新经济人高频]
splurge,1.n. 挥霍；炫耀 2.vt. 挥霍；夸耀 3.vi. 挥霍；卖弄[新经济人高频]
sponsor,1.n. 赞助者；主办者；保证人 2.vt. 赞助；发起[新经济人高频]
sponsored,1.v. 赞助（sponsor的过去分词）；发起 2.adj. 赞助的；发起的[新经济人高频]
spotted,1.v. 发现（spot的过去分词）；玷污；弄上污痕 2.adj. 有斑点的；斑纹的；弄污的 3.n. (Spotted)人名；(英)斯波蒂德[新经济人高频]
spouses,1.配偶[新经济人高频]
sprawl,1.n. 蔓生；伸开手足躺卧姿势 2.vt. 懒散地伸开；使蔓生 3.vi. 蔓延；伸开手足躺；无计划地扩展[新经济人高频]
sprawling,1.adj. 蔓生的，不规则地伸展的 2.v. （手脚）不自然地伸开；笨拙地爬（sprawl的现在分词）[新经济人高频]
spring up,1.出现；涌现；萌芽[新经济人高频]
springs,1.n. 斯普林斯（南非东部城市名）[新经济人高频]
sprinkle,1.n. 撒，洒；少量 2.vt. 洒；微雨；散置 3.vi. 洒，撒；下稀疏小雨；喷撒[新经济人高频]
spur,1.n. 鼓舞，刺激；马刺；山坡 2.vt. 激励，鞭策；给…装踢马刺 3.vi. 骑马疾驰；给予刺激 4.n. (Spur)人名；(意)斯普尔；(德)施普尔[新经济人高频]
squabble,1.n. 争吵；口角 2.vt. 弄乱（排好的铅字） 3.vi. 发生口角；大声争吵[新经济人高频]
squad,1.n. 班；小队；五人组（篮球队的非正式说法） 2.vt. 把…编成班；把…编入班[新经济人高频]
squash,1.n. 壁球；挤压；咯吱声；南瓜属植物；（英）果汁饮料 2.vt. 镇压；把…压扁；使沉默 3.vi. 受挤压；发出挤压声；挤入[新经济人高频]
squeezing,1.n. 压榨；推挤；挤出酌；轧水 2.v. 挤压；握住；硬塞进；紧抱；敲诈（squeeze的ing形式） 3.adj. 挤压的；压榨的[新经济人高频]
stabbed,1.v. 刺伤（stab的过去式和过去分词）；刺穿[新经济人高频]
staged,1.v. stage过去式及过去分词 2.adj. 分期的[新经济人高频]
stages,1.n. [计] 阶段（stage的复数）；舞台；戏剧表演 2.v. 计划；表演；分阶段进行（stage的三单形式）[新经济人高频]
staggering,1.adj. 蹒跚的；令人惊愕的；犹豫的 2.v. 蹒跚（stagger的ing形式）[新经济人高频]
staging,1.n. 上演；分段运输；脚手架；乘驿马车的旅行 2.v. 表演；展现；分阶段进行；筹划（stage的ing形式）[新经济人高频]
stagnation,1.n. 停滞；滞止[新经济人高频]
stall,1.n. 货摊；畜栏；托辞 2.vt. 拖延；使停转；使陷于泥中 3.vi. 停止，停转；拖延 4.n. (Stall)人名；(瑞典)斯塔尔[新经济人高频]
stamina,1.n. 毅力；精力；活力；持久力[新经济人高频]
standstill,1.n. 停顿；停止[新经济人高频]
Stanford,1.n. 斯坦福（姓氏，男子名）；斯坦福大学（美国一所大学）[新经济人高频]
startling,1.adj. 令人吃惊的[新经济人高频]
statistical,1.adj. 统计的；统计学的[新经济人高频]
Statistics,1.n. 统计；统计学；[统计] 统计资料[新经济人高频]
staunch,1.adj. 坚定的；忠诚的；坚固的 2.vt. 止住；止血 3.n. (Staunch)人名；(英)斯汤奇[新经济人高频]
steam,1.n. 蒸汽；精力 2.adj. 蒸汽的 3.vt. 蒸，散发；用蒸汽处理 4.vi. 蒸，冒水汽[新经济人高频]
steely,1.n. (Steely)人名；(英)斯蒂利 2.adj. 似钢的，钢铁般的；钢制的；严格的[新经济人高频]
steep,1.n. 峭壁；浸渍 2.adj. 陡峭的；不合理的；夸大的；急剧升降的 3.vt. 泡；浸；使…充满 4.vi. 泡；沉浸[新经济人高频]
steering,1.n. 操纵；指导；掌舵 2.v. 驾驶；掌舵（steer的ing形式）[新经济人高频]
stem,1.n. 干；茎；船首；血统 2.vt. 阻止；除去…的茎；给…装柄 3.vi. 阻止；起源于某事物；逆行[新经济人高频]
sterling,1.n. 英国货币；标准纯银 2.adj. 纯正的；英币的；纯银制的 3.n. (Sterling)人名；(德)施特林；(英、西、瑞典)斯特林[新经济人高频]
sticks,1.n. 棍；树枝；麻骨（stick复数形式） 2.v. 用杆支撑；刺死；插入（stick的第三人称单数）[新经济人高频]
stiff,1.adj. 呆板的；坚硬的；严厉的；拘谨的 2.adv. 僵硬地；彻底地 3.n. 死尸；令人讨厌者；流通票据；劳动者 4.vt. 诈骗；失信[新经济人高频]
stink,1.n. 臭味；讨厌的人 2.vt. 使发出臭气；用臭味驱赶 3.vi. 发出臭味；招人讨厌[新经济人高频]
stir,1.n. 搅拌；轰动 2.vi. 搅动；传播；走动 3.vt. 搅拌；激起；惹起[新经济人高频]
Stock,1.n. 股份，股票；库存；血统；树干 2.adj. 存货的，常备的；平凡的 3.vt. 进货；备有；装把手于… 4.vi. 囤积；办货；出新芽 5.n. (Stock)人名；(德、匈、捷)施托克；(英、法、葡、瑞典)斯托克[新经济人高频]
