word,meaning
septic,a.受感染的[红宝书]
sequacious,a.盲从的[红宝书]
sequential,a.连续的，一连串的，按次序的[红宝书]
sequester,v.(使)隐退；使隔离，使隔绝[红宝书]
sequestrate,v.扣押，没收[红宝书]
seraphic,a.如天使般的，美丽的[红宝书]
sere,a.干枯的，凋萎的[红宝书]
serenade,n.夜曲[红宝书]
serendipity,n.意外发现新奇事物的才能或现象[红宝书]
serene,a.清澈的，晴朗的；安静的，平静的[红宝书]
serenity,n.平静[红宝书]
serial,a.连续的，一系列的[红宝书]
seriousness,n.认真，严肃；严重性，严峻[红宝书]
sermon,n.布道，说教，训诫[红宝书]
serpentine,a.蜿蜒的[红宝书]
serrated,a.呈锯齿状的[红宝书]
serried,a.(人或物的行列)密集的[红宝书]
serviceable,a.可用的，耐用的[红宝书]
servile,a.奴性的，百依百顺的[红宝书]
settle,v.安置于；决定，解决；栖息，停歇一时[红宝书]
settled,a.固定的[红宝书]
sever,v.断绝，分离[红宝书]
severe,a.严厉的，剧烈的[红宝书]
shabby,a.破旧的；卑鄙的[红宝书]
shallowness,n.浅，浅薄[红宝书]
shamble,v.蹒跚而行，踉跄地走[红宝书]
sharpen,v.削尖；使敏锐，使敏捷[红宝书]
shatter,v.使落下，使散开[红宝书]
shattered,a.(事物，想法，希望)粉碎的；破坏的[红宝书]
sheaf,n.一捆，一束[红宝书]
shear,v.剪(羊毛)，剪发[红宝书]
shed,v.流出(眼泪等)；脱落(叶子)[红宝书]
sheen,n.光辉，光泽[红宝书]
sheer,a.完全的；陡峭的；极薄的[红宝书]
shell,n.贝壳；炮弹；v.剥去…的壳[红宝书]
shelter,n.掩蔽处；掩蔽；v.提供庇护，保护[红宝书]
sheltered,a.遮蔽的[红宝书]
shield,n.盾；v.庇护，遮挡[红宝书]
shifting,a.变动的；运动的[红宝书]
shiftless,a.没有志向的；偷懒的；无能的[红宝书]
shilly-shally,v.犹豫不决；虚度光阴[红宝书]
shiny,adj.有光泽的[红宝书]
shipshape,a.整洁的，井然有序的[红宝书]
shirk,v.逃避，回避[红宝书]
shoal,n.浅滩，浅水处；一群(鱼等)；a.水浅的[红宝书]
shoddy,n.劣质的，假冒的[红宝书]
shopworn,a.（在商店中陈列过久而)旧了的[红宝书]
shortrange,adj.近程的[红宝书]
shortsighted,adj.缺乏远见的，近视的[红宝书]
short-sightedness,n.目光短浅，近视[红宝书]
shove,v.推挤，猛推[红宝书]
showy,a.俗艳的；炫耀的[红宝书]
shrewd,a.机灵的，精明的[红宝书]
shriek,v.尖叫[红宝书]
shrivel,v.枯萎[红宝书]
shrug,v.耸肩(表示怀疑等)[红宝书]
shudder,v./n.(因寒冷、恐惧等)战栗，发抖[红宝书]
shuffle,v.洗牌；拖步走；支吾[红宝书]
shun,v.避免，回避[红宝书]
shunt,v.使(火车)转到另一轨道，转移方向[红宝书]
shuttle,v.穿梭移动，往返运送[红宝书]
sibling,n.兄弟或姊妹[红宝书]
sibyl,n.女预言家，女先知[红宝书]
sideline,n.副业，兼职[红宝书]
sideshow,n.(马戏团，游乐场的)杂耍，穿插表演[红宝书]
sidestep,v.横跨一步以躲避；回避[红宝书]
siege,n.包围，围攻[红宝书]
sift,v.筛，过滤[红宝书]
sight,n.景象，视力；视野 v.看到[红宝书]
signature,n.签名，署名[红宝书]
significant,a.相当数量的；意义重大的[红宝书]
signify,v.表示；有重要性[红宝书]
simile,n.明喻[红宝书]
simmer,v.炖，慢煮 n.即将沸腾的状态[红宝书]
simonize,v.给…打蜡，把…擦亮[红宝书]
simper,v.假笑，傻笑[红宝书]
simplistic,a.过分简单的[红宝书]
simulate,v.假装，模仿[红宝书]
simulation,n.模拟[红宝书]
simultaneous,a.同时发生的[红宝书]
sincere,a.诚实的，正直的；真挚的，纯净的[红宝书]
sincerity,n.独特；奇点[红宝书]
singe,v.(轻微地)烧焦，烫焦[红宝书]
singularity,n.独特，奇特；奇点(天文学上密度无穷大、体积无穷小的点)[红宝书]
sinuous,a.蜿蜒的，迂回的[红宝书]
sip,v.啜饮；n.一小口，抿；一小口的量[红宝书]
sketch,n.草图，概略 v.画草图，写概略[红宝书]
skew,a.不直的，歪斜的[红宝书]
skim,v.从液体表面撇去(油脂，乳沫等)；浏览，略读[红宝书]
skimp,v.节省花费[红宝书]
skinflint,n.吝啬鬼[红宝书]
skirmish,n.小规模战斗；(人)小争吵[红宝书]
skirt,v.绕过，回避[红宝书]
skit,n.(模仿取笑某人或某事的)幽默讽刺短剧；讽刺文章[红宝书]
skittish,a.轻浮的，活泼的[红宝书]
skullduggery,n.欺骗，使诈[红宝书]
skyrocket,v.突升，猛涨[红宝书]
slack,a.懒散的，懈怠的；(绳)松弛的；v.松懈，怠惰[红宝书]
slake,v.平息；满足(欲望)[红宝书]
slander,v./n.诽谤，诋毁[红宝书]
slanderous,a.诽谤的[红宝书]
slant,v.倾斜；n.斜面；看法[红宝书]
slash,v.大量削减[红宝书]
slattern,a.不整洁的 n.邋遢的女人[红宝书]
slavish,a.卑屈的；效仿的，无创造性的[红宝书]
slay,v.杀戮，杀死[红宝书]
sleight,n.巧妙手法；诡计，灵巧[红宝书]
slew,v.(使)旋转；n.大量[红宝书]
slice,n.薄片 v.切成片[红宝书]
slick,a.熟练的；(人)圆滑的；光滑的[红宝书]
slight,adj.轻微的，微小的；v.怠慢，冷落 n.冒犯他人的行为、言语等[红宝书]
slimy,a.粘滑的[红宝书]
slink,v.溜走，潜逃[红宝书]
slippage,n.(价值，价格)滑动，下降[红宝书]
slipperiness,n.滑溜；防滑性[红宝书]
slippery,a.滑的；(人)狡猾的，不可靠的[红宝书]
slipshod,a.马虎的，草率的[红宝书]
slit,v.撕裂 n.裂缝[红宝书]
sliver,n.长条；v.裂成细片[红宝书]
slobber,n.口水 v.流口水；情不自禁的说[红宝书]
slog,v.猛击； 苦干[红宝书]
sloping,a.倾斜的，有坡度的[红宝书]
sloppy,a.邋遢的，不整洁的；粗心马虎的[红宝书]
slosh,v.泼，溅 n.泥泞[红宝书]
slot,n.狭孔(如：投币孔)[红宝书]
slothful,a.迟钝的，懒惰的[红宝书]
slouch,n.没精打采的样子；v.没精打采地坐(站、走)[红宝书]
sloven,n.不修边幅的人[红宝书]
slovenly,a.不整洁的，邋遢的[红宝书]
slpashy,a.容易溅开的；炫耀显眼的[红宝书]
slue,v.使旋转[红宝书]
slug,v.猛击，拳击[红宝书]
sluggish,a.缓慢的，反应慢得[红宝书]
slumber,v.睡眠，安睡；n.安睡[红宝书]
slump,v.暴跌，大幅度下降[红宝书]
slupefy,v.使茫然，使惊讶[红宝书]
slur,v.含糊不清地讲[红宝书]
slurp,v.大声地啜喝 n.啜食，啜食声[红宝书]
sly,a.狡猾的，狡诈的[红宝书]
smarmy,a.虚情假意的[红宝书]
smattering,n.略知，一知半解；少数，少量[红宝书]
smear,n.油渍，污点；v.弄脏，玷污[红宝书]
smirch,v.弄脏 n.玷污[红宝书]
smirk,v.假笑，得意地笑[红宝书]
smite,v.重击，猛打[红宝书]
smooth,a.光滑的；平稳的；v.弄平，使光滑；消除(问题困难)[红宝书]
smother,v.厚厚覆盖；(使)闷死，(使)窒息[红宝书]
smudge,n.污迹，渍痕(常因摩擦造成)；v.弄脏[红宝书]
smug,a.自满的，自命不凡的[红宝书]
smuggle,v.走私，私运[红宝书]
smut,n.污迹，黑穗病；v.弄脏[红宝书]
snappy,a.生机勃勃的；漂亮的，时髦的[红宝书]
snare,n.罗网，陷阱[红宝书]
snarl,n./v.纠缠，混乱，咆哮[红宝书]
snatch,n./v.强夺，攫取[红宝书]
sneaking,a.鬼鬼祟祟的，私下的[红宝书]
sneer,v.嘲笑，鄙视[红宝书]
snicker,v./n.窃笑，暗笑[红宝书]
snide,a.讽刺的，含沙射影的[红宝书]
snip,v.剪断 n.剪，碎片[红宝书]
snipe,v.阻击[红宝书]
snippet,n.小片，片段[红宝书]
snitch,v.告密；偷[红宝书]
snob,n.势力小人[红宝书]
snobbery,n.势力[红宝书]
snobbish,a.势利眼的；假充绅士的[红宝书]
snooze,v.打盹儿，打瞌睡[红宝书]
snub,v.冷落，不理睬[红宝书]
snug,a.温暖的，舒适的[红宝书]
snuggle,v.紧靠，依偎[红宝书]
soak,v.浸泡，渗透[红宝书]
sober,a.清醒的，未醉的；庄重的，认真的[红宝书]
sobriety,n.庄重，认真，审慎[红宝书]
sociable,a.好交际的，合群的；友善的[红宝书]
sock,v.重击，痛打；n.短袜[红宝书]
sodden,a.浸透了的[红宝书]
soggy,a.湿透的[红宝书]
soil,n./v.弄脏，污损；n.土壤[红宝书]
solder,v.焊接，焊合[红宝书]
solemn,a.严肃的，庄严的；黑色的[红宝书]
solemnity,n.庄严，肃穆[红宝书]
solicit,v.恳求；教唆(犯罪)，(妓女)拉客[红宝书]
solicitous,a.热切的；挂念的，关心的[红宝书]
solicitude,n.关怀，牵挂[红宝书]
solidify,v.巩固，(使)凝固，(使)团结[红宝书]
soliloquy,n.自言自语；戏剧独白[红宝书]
solitary,a.孤独的；n.隐士[红宝书]
solitude,n.孤独，独居[红宝书]
solo,a.单独的；n.独唱[红宝书]
solvent,a.有偿债能力的；n.溶剂[红宝书]
somatic,a.肉体的，身体的[红宝书]
somber,a.忧郁的；阴暗的[红宝书]
somnolent,a.想睡的，催眠的[红宝书]
sonorous,a.（声音)洪亮的[红宝书]
soothe,v.抚慰，使平静；减轻(痛苦，疼痛)[红宝书]
sophism,n.诡辩；诡辩法(术)[红宝书]
sophisticated,a.老于世故的；(仪器)精密的[红宝书]
sophomoric,a.一知半解的[红宝书]
soporific,a.催眠的；n.安眠药[红宝书]
sorcery,n.巫术，魔法，妖术[红宝书]
sordid,a.(人)卑鄙的；(状况，地方)肮脏的[红宝书]
soulful,a.充满感情的；神情的[红宝书]
soundproof,v.使隔音； a.隔音的[红宝书]
sour,a.酸的[红宝书]
spacious,a.广阔的，宽敞的[红宝书]
span,n.跨度；两个界限间的距离[红宝书]
spank,v.打，拍打(在屁股上)[红宝书]
spanking,a.强烈的，疾行得[红宝书]
sparing,a.节俭的[红宝书]
spark,n.火花，火星[红宝书]
sparring,n.拳击，争斗[红宝书]
sparse,a.稀少的，贫乏的[红宝书]
spartan,a.简朴的；刻苦的[红宝书]
spasmodic,a.痉挛的；间歇性的[红宝书]
spat,n.口角，小争论[红宝书]
spate,n.大批，大量；(水)泛滥[红宝书]
spatial,a.有关空间的，在空间的[红宝书]
spatter,v.洒，溅[红宝书]
spear,n.矛；嫩叶；v.(用矛)刺戳[红宝书]
specialization,n.特殊化[红宝书]
specialize,v.专门研究[红宝书]
specifics,n.细小问题，细节[红宝书]
specified,a.特定的[红宝书]
specimen,n.范例，样品，标本[红宝书]
specious,a.似是而非的；华而不实的[红宝书]
speck,n.小斑点，小污点；少量[红宝书]
spectacular,a.壮观的，引人入胜的[红宝书]
spectator,n.观众，观看者[红宝书]
specter,n.鬼魂，幽灵；(缠绕心头的)恐惧[红宝书]
spectral,a.幽灵的；谱的，光谱的[红宝书]
spectrum,n.光谱；范围[红宝书]
speculate,v.沉思，思索；投机，做投机买卖[红宝书]
speculative,a.投机的；推理的，思索的[红宝书]
spell,n.连续的一段时间；拼写；咒语[红宝书]
spendthrift,adj./n.挥金如土的(人)[红宝书]
spew,v.呕吐；大量喷出[红宝书]
spherical,a.球的，球状的[红宝书]
spice,n.香料 v.给…调味[红宝书]
spiel,n.滔滔不绝的讲话[红宝书]
spin,v.旋转；纺，纺纱；n.旋转[红宝书]
spinal,a.脊骨的，脊髓的[红宝书]
spindly,adj.细长的，纤弱的[红宝书]
spined,adj.有脊骨的，有脊柱的[红宝书]
spineless,a.(人)没骨气的，懦弱的；(动物)无脊椎的[红宝书]
spinning,adj.旋转的[红宝书]
spiny,a.针状的；多刺的，棘手的[红宝书]
spiral,a.螺旋形的；上升的  v.螺旋式上升或下降[红宝书]
spiritedness,n.有精神，活泼[红宝书]
spiritual,a.精神的[红宝书]
spite,n.怨恨，恶意[红宝书]
spleen,n.怨怒，怒气；脾脏[红宝书]
splice,v.接合，衔接(绳子，胶卷等)[红宝书]
split,n./v.分裂，裂开[红宝书]
spoilation,n.抢劫，掠夺[红宝书]
spoilsport,n.使人扫兴的人[红宝书]
spongy,a.像海绵的；不坚实的[红宝书]
spontaneity,n.自然，自发[红宝书]
spontaneous,a.自发的；自然的[红宝书]
sporadic,a.不定时发生的[红宝书]
sport,v.炫耀，卖弄[红宝书]
sportive,a.嬉戏的，欢闹的[红宝书]
spout,v.喷出；滔滔不绝地讲[红宝书]
sprain,v.扭伤[红宝书]
sprawl,v.散乱的延伸；四肢摊开着坐、卧或倒下[红宝书]
sprawling,a.植物不规则地生长的，(城市建筑物)无计划地扩展的[红宝书]
spree,n.狂欢[红宝书]
sprint,v.短距离全速奔跑[红宝书]
sprout,v.长出，萌芽；n.嫩芽[红宝书]
spruce,n.云杉(一种叶子茂密的树)；a.整洁的[红宝书]
spur,v.刺激，激励；用马刺刺马[红宝书]
spurious,a.假的；伪造的[红宝书]
spurn,n.拒绝，摈弃[红宝书]
spurt,n.(液体等的）喷出，迸发[红宝书]
squabble,n.大声争吵(尤指为琐事)[红宝书]
squalid,a.污秽的，肮脏的[红宝书]
squall,n.短暂、突然且猛烈的风暴；短暂的骚动[红宝书]
squalor,n.不洁，污秽[红宝书]
squander,v.挥霍，浪费[红宝书]
square,v.一致，使符合；结清，结账[红宝书]
squat,v.蹲下；a.(贬)矮胖的[红宝书]
squeeze,v.压，挤；n.压榨，紧握[红宝书]
squelch,v.压制，镇压[红宝书]
squint,v.斜视；眯眼看[红宝书]
squirt,v.喷出，溅出[红宝书]
squramish,a.易受惊的；易恶心的[红宝书]
stab,v.刺伤，戳[红宝书]
stabilize,v.使稳定，使坚固[红宝书]
stagger,v.蹒跚，摇晃[红宝书]
stagnant,a.停滞的，不发展的，不景气的[红宝书]
stagnate,v.停滞[红宝书]
stagnation,n.停滞[红宝书]
stagy,a.不自然的，做作的[红宝书]
staid,a.稳重的，沉着的[红宝书]
stain,v.玷污(某人名声)；染色[红宝书]
stained,adj.污染的，玷污的[红宝书]
stale,a.不新鲜的；陈腐的[红宝书]
stalk,v.隐伏跟踪，悄悄接近(猎物)[红宝书]
stalwart,a.健壮的；坚定的，忠诚的[红宝书]
stammer,v.口吃，结巴地说[红宝书]
stampede,v.惊跑，逃窜[红宝书]
stanza,n.(诗)节，段(尤指压韵的)[红宝书]
star-crossed,a.时运不济的[红宝书]
stark,a.(外表)如死般僵硬的；完全的[红宝书]
startle,v.使吃惊[红宝书]
stash,v.藏匿[红宝书]
stasis,n.停滞[红宝书]
stately,a.庄严的，堂皇的；宏伟的[红宝书]
static,a.静态的[红宝书]
stationary,a.静止的，不动的[红宝书]
statuary,n.雕像；雕塑艺术[红宝书]
stature,n.身高，身材[红宝书]
status,n.身分，地位[红宝书]
statutory,a.法定的；受法令所约束的[红宝书]
staunch,a.坚定的，忠诚的[红宝书]
steadfast,a.(褒)忠实的；不变的，坚定的[红宝书]
steadiness,n.稳健，坚定[红宝书]
steady,adj.稳定的；不变的[红宝书]
stealth,n.秘密的行动[红宝书]
steep,v.浸泡，浸透；a.陡峭的，过高的[红宝书]
steer,v.操舵，驾驶；n.公牛，食用牛[红宝书]
stellar,a.星的，星球的[红宝书]
stem,n.(植物的)茎，叶柄；v.阻止，遏制(水流等)[红宝书]
stench,n.臭气，恶臭(stink)[红宝书]
stentorian,a.(指声音)极响亮的[红宝书]
stereotype,n.固定形式，老套[红宝书]
sterile,a.贫瘠且无植被的；不孕的；无细菌的[红宝书]
sterilize,v.使不育；杀菌[红宝书]
stickler,n.坚持细节之人[红宝书]
sticky,a.湿热的，闷热的[红宝书]
stiff,a.僵直的，不易变动的；严厉的[红宝书]
stiff,a.僵硬的，呆板的；严厉的[红宝书]
stiffen,v.使硬，使僵硬[红宝书]
stifle,v.(使)感到窒息；抑止[红宝书]
stigma,n.耻辱的标志，污点[红宝书]
stigmatize,v.污蔑，玷污[红宝书]
stilted,a.(文章，谈话)不自然的；夸张的[红宝书]
stimulant,n.兴奋剂，刺激物[红宝书]
stimulate,v.激励；激发[红宝书]
stimulus,n.刺激物，激励[红宝书]
sting,v.刺痛；叮螫；n.螫刺[红宝书]
stinginess,n.小气[红宝书]
stingy,a.吝啬的，小气的[红宝书]
stingy,a.吝啬的，小气的[红宝书]
stint,v.节省，节制[红宝书]
stipple,v.点画，点描[红宝书]
stipulate,v.要求以…为条件，约定，讲明[红宝书]
stipulation,n.规定，约定[红宝书]
stir,v.刺激；搅拌[红宝书]
stitch,n.(缝纫时的)一针，一钩；v.缝合[红宝书]
stock,a.普通的，惯用的；n.存货；家畜；股票[红宝书]
stocky,a.矮胖的，粗壮的[红宝书]
stodgy,a.乏味的[红宝书]
stodgy,a.乏味的[红宝书]
stoic,n.坚忍克己之人[红宝书]
stoke,v.给…添加燃料[红宝书]
stolid,adj.无动于衷的[红宝书]
stomach,v.吃得下；容忍[红宝书]
stonewall,v.拖延议事，设置障碍[红宝书]
stooge,n.配角，陪衬；傀儡[红宝书]
stoop,v.弯腰，俯身；屈尊[红宝书]
storage,n.仓库；贮存[红宝书]
stout,a.肥胖的；强壮的[红宝书]
stoutearted,a.刚毅的，大胆的[红宝书]
stowaway,n.(藏于轮船、飞机中的)偷乘者[红宝书]
straggle,v.迷路；落伍；蔓延[红宝书]
straightforward,a.正直的；易懂的；直截了当的[红宝书]
strait,n.海峡 a.狭窄的[红宝书]
straiten,v.使为难； 使变窄[红宝书]
strand,n.绳线的一股；v.搁浅[红宝书]
stranded,a.搁浅的，进退两难的[红宝书]
strangulation,n.扼杀，勒死[红宝书]
stratagem,n.精心设计(用以蒙蔽他人)的谋略，策略[红宝书]
strategic,adj.战略上的；关键的，重要的[红宝书]
stratify,v.(使)分层，(使)分等级[红宝书]
stray,v.偏离，迷路；a.迷了路的，偏离的；零落的，散乱的[红宝书]
streak,n.(与整体不同颜色的)线条，条纹；v.加线条[红宝书]
strength,n.体力；强度；力量[红宝书]
strenuous,a.奋发的；热烈的[红宝书]
stretch,v.变长或变宽；伸展[红宝书]
strew,v.撒，散播[红宝书]
striate,v.在…加上条纹[红宝书]
striated,a.有条纹的[红宝书]
stricture,n.严厉谴责；束缚[红宝书]
stride,v.大步行走[红宝书]
strident,a.尖声的，刺耳的[红宝书]
strife,n.纷争，冲突[红宝书]
striking,a.引人注目的，明显的[红宝书]
stringent,a.(规定)严格的，苛刻的；缺钱的[红宝书]
strip,v.剥去(衣物，覆盖物，零件)；剥夺(名誉，地位)；n.狭长的一片[红宝书]
strive,v.奋斗，努力[红宝书]
stroke,v.(用手)轻抚；n.击，打(球)；(钢笔，毛笔)一笔，笔画[红宝书]
stroll,v.漫步，闲逛[红宝书]
stronghold,n.要塞；堡垒，根据地[红宝书]
structure,n.结构 v.建造[红宝书]
strut,v.趾高气扬地走；n.支柱，支杆[红宝书]
stubborn,a.固执的；难以改变的[红宝书]
stubby,a.短粗的[红宝书]
studied,a.慎重的；认真习得的[红宝书]
stuffy,a.(空气)不新鲜的，闷气的[红宝书]
stultify,v.使变得荒谬可笑；使变得无用[红宝书]
stumble,v.绊倒[红宝书]
stun,v.使震惊，打晕[红宝书]
stunning,a.极富魅力的[红宝书]
stunt,v.阻碍(成长)；n.特技，绝技[红宝书]
stupendous,a.巨大的，惊人的[红宝书]
stupor,n.昏迷，不醒人事[红宝书]
sturdy,a.(身体)强健的；结实的[红宝书]
stutter,n./v.口吃，结巴[红宝书]
stygian,a.阴暗的，阴森森的[红宝书]
stylize,v.使…风格化[红宝书]
stymie,v.妨碍，阻挠[红宝书]
suavity,n.柔和，愉快[红宝书]
subcelestial,a.世俗的，尘世的[红宝书]
subdue,v.征服；克制；减轻[红宝书]
subdued,a.(光和声)柔和的，缓和的；(人)温和的[红宝书]
subjective,a.主观的，想象的[红宝书]
subjugate,v.征服，镇压[红宝书]
sublimate,v.（使）升华，净化[红宝书]
sublime,a.崇高的[红宝书]
submerged,a.在水中的，淹没的[红宝书]
submission,n.恭顺，屈服，降服[红宝书]
submit,v.屈服；提交，呈递[红宝书]
subordinate,a.次要的；下级的  n.下级[红宝书]
suborn,v.收买，贿赂(他人以做违法之事，尤指作伪证)[红宝书]
subpoena,n.(法律)传票；v.(用传票)传讯[红宝书]
subreption,n.隐瞒真相，歪曲事实[红宝书]
subscribe,v.捐助；订购[红宝书]
subsequent,a.随后的，后来的，连续的[红宝书]
subservient,a.次要的，从属的[红宝书]
subside,v.(建筑物等)下陷；(天气等)平息[红宝书]
subsidiary,a.辅助的；次要的[红宝书]
subsidize,v.津贴，资助[红宝书]
subsidy,n.补助金[红宝书]
subsist,v.生存下去；继续存在；维持生活[红宝书]
subsistence,n.生存，生计；存在[红宝书]
substance,n.要意，主旨，实质；物质[红宝书]
substantial,a.坚固的，结实的；大体上的，基本的，实质的[红宝书]
substantiate,v.用事实证实，确证[红宝书]
substantive,a.根本的，本质上的；独立存在的[红宝书]
substitute,n.代替品；v.代替[红宝书]
substratum,n.基础；地基[红宝书]
subsume,v.包含，把…归入[红宝书]
subterfuge,n.诡计，托辞(尤指为逃避困难、责任、失败)[红宝书]
subterranean,a.地下的，地表下的[红宝书]
subtle,a.微妙的，精巧的[红宝书]
subtly,adv.敏锐的，巧妙地[红宝书]
subtract,v.减去，减掉[红宝书]
subtractive,a.减法的；负的[红宝书]
subvention,n.补助金，津贴[红宝书]
subversive,a.颠覆性的，破坏性的[红宝书]
subvert,v.颠覆，推翻(政治制度，信仰)[红宝书]
successively,adv.接连地，继续地[红宝书]
succinct,a.简明的，简洁的[红宝书]
succinctness,n.简明，简洁[红宝书]
succor,v./n.救助，援助[红宝书]
succumb,v.屈从；因…死亡[红宝书]
suckle,v.给…哺乳；吮吸[红宝书]
sufficient,a.足够的[红宝书]
suffocate,v.(使)窒息而死，把…闷死[红宝书]
suffrage,n.选举权，投票权[红宝书]
suffragist,n.参政权扩大论者；妇女政权论者[红宝书]
suggestive,a.暗示的[红宝书]
sulky,a.生闷气的，不搭理人的[红宝书]
sullen,a.忧郁的[红宝书]
sully,v.玷污，污染[红宝书]
sultry,a.(天气，空气)闷热的；(女人)风骚的，能激起性欲的[红宝书]
summary,n.摘要，概要；a.摘要的，简略的[红宝书]
summation,n.总结，概要；总数，合计[红宝书]
summon,v.召见；召集[红宝书]
sumptuous,a.豪华的，奢侈的[红宝书]
sun-bronzed,adj.被太阳晒成古铜色的[红宝书]
sunder,v.分开，分离[红宝书]
sundry,a.各式各样，各种的[红宝书]
sunlit,a.阳光照射的[红宝书]
superannuate,v.使退休领取养老金[红宝书]
superannuated,a.老迈的[红宝书]
superb,a.上乘的，出色的[红宝书]
supercilious,a.目中无人的，高傲的[红宝书]
supererogatory,a.职责以外的；多余的[红宝书]
superficial,a.表面的，肤浅的[红宝书]
superficially,adv.表面上地[红宝书]
superfluity,n.多余的量[红宝书]
superfluous,a.多余的，累赘的[红宝书]
superimpose,v.加在上面，叠加[红宝书]
superiority,n.优越(感)[红宝书]
superlative,a.最好的[红宝书]
supernova,n.超新星[红宝书]
supersede,v.淘汰，取代[红宝书]
superstructure,n.上层建筑；上层构造[红宝书]
superstructure,n.上层建筑；上层构造[红宝书]
supervise,v.监督，管理[红宝书]
supine,a.仰卧的；懒散的[红宝书]
supplant,v.取代，排挤[红宝书]
supplant,v.取代，排挤[红宝书]
supple,a.伸屈自如的，柔软易弯曲的[红宝书]
supple,a.伸屈自如的，柔软易弯曲的[红宝书]
supplement,v./n.增补，补充[红宝书]
supplement,v./n.增补，补充[红宝书]
supplementary,adj.增补的，补充的[红宝书]
supplementary,adj.增补的，补充的[红宝书]
suppliant,a.恳求的，哀求的；n.恳求者[红宝书]
suppliant,a.恳求的，哀求的；n.恳求者[红宝书]
supplicate,v.恳求，乞求[红宝书]
supportive,adj.支持的[红宝书]
supportive,adj.支持的[红宝书]
suppress,v.镇压；抑制[红宝书]
suppress,v.镇压；抑制[红宝书]
supreme,a.至高的；极度的[红宝书]
surfeit,n.(饮食)过量，过度；v.使过量(饮食)[红宝书]
surge,v.波涛汹涌，波动[红宝书]
surly,a.脾气暴躁的；阴沉的[红宝书]
surly,a.脾气暴躁的；阴沉的[红宝书]
surmise,n.推测，猜测；v.推测[红宝书]
surmise,n.推测，猜测；v.推测[红宝书]
surmount,v.克服，战胜[红宝书]
surmount,v.克服，战胜[红宝书]
surpass,v.超过[红宝书]
surpass,v.超过[红宝书]
surplus,a.过剩的；盈余的[红宝书]
surrender,v.投降；放弃；归还[红宝书]
surrender,v.投降；放弃；归还[红宝书]
surreptitious,a.(贬)鬼鬼祟祟的，暗中进行的[红宝书]
surreptitious,a.(贬)鬼鬼祟祟的，暗中进行的[红宝书]
surrogate,n.代替品；代理人[红宝书]
surrogate,n.代替品；代理人[红宝书]
surveillance,n.监视，盯梢[红宝书]
surveillance,n.监视，盯梢[红宝书]
survive,v.幸存[红宝书]
survive,v.幸存[红宝书]
survivor,n.幸存者[红宝书]
survivor,n.幸存者[红宝书]
susceptible,a.易受影响的，脆弱的[红宝书]
susceptible,a.易受影响的，脆弱的[红宝书]
suspect,v.怀疑；n.嫌疑犯；a.可疑的[红宝书]
suspend,v.暂缓，中止；吊，悬[红宝书]
suspend,v.暂缓，中止；吊，悬[红宝书]
suspense,n.悬念，不确定；挂念[红宝书]
suspense,n.悬念，不确定；挂念[红宝书]
suspension,n.暂停；悬浮[红宝书]
suspension,n.暂停；悬浮[红宝书]
suspicion,n.怀疑，觉察，嫌疑[红宝书]
suspicious,a.怀疑的(尤指犯罪，坏事)[红宝书]
suspicious,a.怀疑的(尤指犯罪，坏事)[红宝书]
sustain,v.承受(困难)，支撑(重量)[红宝书]
sustain,v.承受(困难)，支撑(重量)[红宝书]
sustained,a.持久的，持续的[红宝书]
svelte,a.(女人)体态苗条的[红宝书]
swagger,v.(贬)自鸣得意地走，大摇大摆地走[红宝书]
swallow,v.吞下，咽下；忍受[红宝书]
swamp,n.沼泽；v.使陷入，使忙得不可开交；淹没[红宝书]
swampy,a.沼泽的，湿地的[红宝书]
swampy,a.沼泽的，湿地的[红宝书]
swank,v.夸耀，炫耀[红宝书]
swarthy,a.(皮肤等）黝黑的[红宝书]
swathe,v.包，绑，裹[红宝书]
sway,v.摇动，摇摆；影响使改变观点；n.摇动[红宝书]
swear,v.诅咒；发誓[红宝书]
sweep,v.席卷，扫过[红宝书]
sweep,v.席卷，扫过[红宝书]
swell,v.(使)肿胀，(使)增强[红宝书]
sweltering,a.酷热的[红宝书]
swerve,v.突然改变方向[红宝书]
swift,a.迅速的；敏捷的[红宝书]
swift,a.迅速的；敏捷的[红宝书]
swig,v.痛饮[红宝书]
swill,v.冲洗；大喝，痛饮[红宝书]
swindle,v.诈骗[红宝书]
swine,n.猪[红宝书]
swing,v.摇摆；旋转；n.秋千[红宝书]
swipe,n./v. 猛击[红宝书]
swipe,n./v. 猛击[红宝书]
swirl,v.旋转，起漩涡；n.漩涡[红宝书]
swirl,v.旋转，起漩涡；n.漩涡[红宝书]
swoop,v.猛扑；攫取[红宝书]
swoop,v.猛扑；攫取[红宝书]
sybaritic,a.骄奢淫逸的，贪图享乐的[红宝书]
sybaritic,a.骄奢淫逸的，贪图享乐的[红宝书]
sycophant,n.马屁精[红宝书]
sycophant,n.马屁精[红宝书]
syllable,n.音节 v.分成音节[红宝书]
syllable,n.音节 v.分成音节[红宝书]
symbiosis,n.(生)共生(关系)[红宝书]
symbiosis,n.(生)共生(关系)[红宝书]
symbolic,adj.符号的，象征的[红宝书]
symbolic,adj.符号的，象征的[红宝书]
symbolize,v.象征[红宝书]
symbolize,v.象征[红宝书]
symmetrical,adj.对称的[红宝书]
symmetrical,adj.对称的[红宝书]
symmetry,n.对称；均衡[红宝书]
